Timestamp,TA46-0154 Building Electric Meter -2 Real Power Phase C,TA46-0154 Building Electric Meter -2 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 cumulative energy register 1,TA46-0154 Building Electric Meter -2 Reactive Power Phase C,"TA46-0154 Building Electric Meter -2 Total Real Power ",TA46-0154 Building Electric Meter -2 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Real Power Phase A,TA46-0154 Building Electric Meter -1 Cumulative Energy,TA46-0154 Building Electric Meter -1 cached Consumption,TA46-0154 Building Electric Meter -2 energy imported,TA46-0154 Building Electric Meter -1 Real Power Phase B,TA46-0154 Building Electric Meter -1 energy imported,TA46-0154 Building Electric Meter -1 Reactive Power Phase B,TA46-0154 Virtual Meters Total HVAC Power,TA46-0154 Building Electric Meter -2 cached Consumption,TA46-0154 Building Electric Meter -2 Real Power Phase A,TA46-0154 Building Electric Meter -1 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Voltage Phase C-N,TA46-0154 Building Electric Meter -2 Real Power Phase B,TA46-0154 Building Electric Meter -2 Voltage Phase C-N,TA46-0154 Building Electric Meter -1 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 Reactive Power Phase A,"TA46-0154 Building Electric Meter -1 Total Real Power ",TA46-0154 Building Electric Meter -2 cumulative elec energy,TA46-0154 Building Electric Meter -2 Reactive Power Phase A,TA46-0154 Building Electric Meter -1 Reactive Power Phase C,TA46-0154 Building Electric Meter -2 Consumption,TA46-0154 Building Electric Meter -1 Real Power Phase C,TA46-0154 Building Electric Meter -1 Consumption,TA46-0154 Building Electric Meter -2 Reactive Power Phase B
2021-06-15T07:50:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T07:55:00-06:00 Denver,"","","","","","","","","","","","","",24.165940000000003kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:00:00-06:00 Denver,"","","","","","","","","","","","","",62.649036380000005kW,"","","","","","","","","","","","","","",49kWh,""
2021-06-15T08:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:10:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:15:00-06:00 Denver,"","","","","","","","","","","","","",50.00786686kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:20:00-06:00 Denver,"","","","","","","","","","","","","",12.359620000000001kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:30:00-06:00 Denver,"","","","","","","","","","","","","",53.14926256kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:45:00-06:00 Denver,"","","","","","","","","","","","","",53.52038363999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:50:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T08:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:00:00-06:00 Denver,"","","","","","","","","","","","","",68.69839653999999kW,"","","","","","","","","","","","","","",62kWh,""
2021-06-15T09:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:15:00-06:00 Denver,"","","","","","","","","","","","","",69.09886399109851kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:20:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:30:00-06:00 Denver,"","","","","","","","","","","","","",66.28651998kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:40:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:45:00-06:00 Denver,"","","","","","","","","","","","","",69.61478780222339kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T09:55:00-06:00 Denver,"","","","","","","","","","","","","",9.743580266670168kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:00:00-06:00 Denver,"","","","","","","","","","","","","",66.35594255660574kW,"","","","","","","","","","","","","","",62kWh,""
2021-06-15T10:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:10:00-06:00 Denver,"","","","","","","","","","","","","",9.875667729817222kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:15:00-06:00 Denver,"","","","","","","","","","","","","",70.73958530666667kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:30:00-06:00 Denver,"","","","","","","","","","","","","",69.29975819746032kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:45:00-06:00 Denver,"","","","","","","","","","","","","",67.34658771999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T10:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:00:00-06:00 Denver,"","","","","","","","","","","","","",60.260238779999995kW,"","","","","","","","","","","","","","",61kWh,""
2021-06-15T11:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:10:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:15:00-06:00 Denver,"","","","","","","","","","","","","",61.03600693999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:30:00-06:00 Denver,"","","","","","","","","","","","","",61.41214083999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:45:00-06:00 Denver,"","","","","","","","","","","","","",63.27697083999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:50:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T11:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:00:00-06:00 Denver,"","","","","","","","","","","","","",76.29534165999999kW,"","","","","","","","","","","","","","",67kWh,""
2021-06-15T12:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:10:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:15:00-06:00 Denver,"","","","","","","","","","","","","",53.35236286kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:20:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:30:00-06:00 Denver,"","","","","","","","","","","","","",88.33884271999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:35:00-06:00 Denver,"","","","","","","","","","","","","",22.301110000000005kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:40:00-06:00 Denver,"","","","","","","","","","","","","",22.301110000000005kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:45:00-06:00 Denver,"","","","","","","","","","","","","",70.31375358kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:50:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-15T12:55:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:00:00-06:00 Denver,"","","","","","","","","","","","","",67.35517485999999kW,"","","","","","","","","","","","","","",58kWh,""
2021-06-15T13:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:15:00-06:00 Denver,"","","","","","","","","","","","","",60.351024859999995kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:30:00-06:00 Denver,"","","","","","","","","","","","","",66.92963707999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:35:00-06:00 Denver,"","","","","","","","","","","","","",12.15384kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:40:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:45:00-06:00 Denver,"","","","","","","","","","","","","",75.03282899999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T13:55:00-06:00 Denver,"","","","","","","","","","","","","",27.685550000000003kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:00:00-06:00 Denver,"","","","","","","","","","","","","",73.86801656kW,"","","","","","","","","","","","","","",70kWh,""
2021-06-15T14:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:10:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:15:00-06:00 Denver,"","","","","","","","","","","","","",62.91014743999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:20:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:25:00-06:00 Denver,"","","","","","","","","","","","","",27.685550000000003kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:30:00-06:00 Denver,"","","","","","","","","","","","","",75.47124647999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:35:00-06:00 Denver,"","","","","","","","","","","","","",25.82072kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:45:00-06:00 Denver,"","","","","","","","","","","","","",68.08815168kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:50:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-15T14:55:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:00:00-06:00 Denver,"","","","","","","","","","","","","",91.16891792kW,"","","","","","","","","","","","","","",50kWh,""
2021-06-15T15:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:15:00-06:00 Denver,"","","","","","","","","","","","","",83.68377528kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:30:00-06:00 Denver,"","","","","","","","","","","","","",67.71577597999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:35:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:45:00-06:00 Denver,"","","","","","","","","","","","","",65.17298672kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T15:55:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:00:00-06:00 Denver,"","","","","","","","","","","","","",88.94501693999999kW,"","","","","","","","","","","","","","",64kWh,""
2021-06-15T16:05:00-06:00 Denver,"","","","","","","","","","","","","",25.82072kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:10:00-06:00 Denver,"","","","","","","","","","","","","",27.063940000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:15:00-06:00 Denver,"","","","","","","","","","","","","",57.33886768000001kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:25:00-06:00 Denver,"","","","","","","","","","","","","",25.82072kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:30:00-06:00 Denver,"","","","","","","","","","","","","",76.00004516kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:40:00-06:00 Denver,"","","","","","","","","","","","","",22.301110000000005kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:45:00-06:00 Denver,"","","","","","","","","","","","","",68.66068406kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T16:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:00:00-06:00 Denver,"","","","","","","","","","","","","",63.67302256kW,"","","","","","","","","","","","","","",53kWh,""
2021-06-15T17:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:15:00-06:00 Denver,"","","","","","","","","","","","","",68.04783317999998kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:20:00-06:00 Denver,"","","","","","","","","","","","","",22.301110000000005kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:25:00-06:00 Denver,"","","","","","","","","","","","","",22.301110000000005kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:30:00-06:00 Denver,"","","","","","","","","","","","","",73.98139122770476kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:40:00-06:00 Denver,"","","","","","","","","","","","","",11.58897622311431kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:45:00-06:00 Denver,"","","","","","","","","","","","","",68.85469182kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:50:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T17:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:00:00-06:00 Denver,"","","","","","","","","","","","","",65.86898808kW,"","","","","","","","","","","","","","",41kWh,""
2021-06-15T18:05:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:15:00-06:00 Denver,"","","","","","","","","","","","","",48.08169878000001kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:30:00-06:00 Denver,"","","","","","","","","","","","","",67.63112917999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:35:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:45:00-06:00 Denver,"","","","","","","","","","","","","",64.42925987999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:50:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-15T18:55:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:00:00-06:00 Denver,"","","","","","","","","","","","","",74.75159984kW,"","","","","","","","","","","","","","",35kWh,""
2021-06-15T19:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:15:00-06:00 Denver,"","","","","","","","","","","","","",72.35991245999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:30:00-06:00 Denver,"","","","","","","","","","","","","",68.60890964000001kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:35:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:45:00-06:00 Denver,"","","","","","","","","","","","","",66.34979494kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:50:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T19:55:00-06:00 Denver,"","","","","","","","","","","","","",12.15384kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:00:00-06:00 Denver,"","","","","","","","","","","","","",78.03203398kW,"","","","","","","","","","","","","","",31kWh,""
2021-06-15T20:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:15:00-06:00 Denver,"","","","","","","","","","","","","",62.367207279999995kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:20:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:25:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:30:00-06:00 Denver,"","","","","","","","","","","","","",65.54260565999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:40:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:45:00-06:00 Denver,"","","","","","","","","","","","","",71.29305758kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:50:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T20:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:00:00-06:00 Denver,"","","","","","","","","","","","","",66.98986182kW,"","","","","","","","","","","","","","",45kWh,""
2021-06-15T21:05:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:15:00-06:00 Denver,"","","","","","","","","","","","","",68.79945464kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:30:00-06:00 Denver,"","","","","","","","","","","","","",65.54260565999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:35:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:40:00-06:00 Denver,"","","","","","","","","","","","","",17.74406kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:45:00-06:00 Denver,"","","","","","","","","","","","","",59.475875259999995kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:50:00-06:00 Denver,"","","","","","","","","","","","","",12.15384kW,"","","","","","","","","","","","","","","",""
2021-06-15T21:55:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:00:00-06:00 Denver,"","","","","","","","","","","","","",70.56100925999999kW,"","","","","","","","","","","","","","",30kWh,""
2021-06-15T22:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:15:00-06:00 Denver,"","","","","","","","","","","","","",64.06149774kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:25:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:30:00-06:00 Denver,"","","","","","","","","","","","","",59.40408742kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:45:00-06:00 Denver,"","","","","","","","","","","","","",67.93737821999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:50:00-06:00 Denver,"","","","","","","","","","","","","",10.910620000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T22:55:00-06:00 Denver,"","","","","","","","","","","","","",16.089280000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:00:00-06:00 Denver,"","","","","","","","","","","","","",63.683507039999995kW,"","","","","","","","","","","","","","",39kWh,""
2021-06-15T23:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:10:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:15:00-06:00 Denver,"","","","","","","","","","","","","",55.646187039999994kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:25:00-06:00 Denver,"","","","","","","","","","","","","",12.359620000000001kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:30:00-06:00 Denver,"","","","","","","","","","","","","",64.01365413999999kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:35:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:40:00-06:00 Denver,"","","","","","","","","","","","","",14.224450000000001kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:45:00-06:00 Denver,"","","","","","","","","","","","","",66.60681998kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-15T23:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:00:00-06:00 Denver,"","","","","","","","","","","","","",76.82684861999999kW,"","","","","","","","","","","","","","",37kWh,""
2021-06-16T00:00:01-06:00 Denver,"","",NaN,"","","",NaN,"","","",NaN,"",NaN,"","","",NaN,NaN,"","",NaN,NaN,NaN,"","",NaN,"",NaN,"",""
2021-06-16T00:05:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:10:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:15:00-06:00 Denver,"","","","","","","","","","","","","",47.02962264000001kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:30:00-06:00 Denver,"","","","","","","","","","","","","",50.75928264000001kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:35:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:45:00-06:00 Denver,"","","","","","","","","","","","","",64.46491024kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:50:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T00:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:00:00-06:00 Denver,"","","","","","","","","","","","","",64.77497743999999kW,"","","","","","","","","","","","","","",35kWh,""
2021-06-16T01:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:15:00-06:00 Denver,"","","","","","","","","","","","","",71.30050685999998kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:20:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
