Timestamp,TA46-0154 Building Electric Meter -2 Real Power Phase C,TA46-0154 Building Electric Meter -2 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 cumulative energy register 1,TA46-0154 Building Electric Meter -2 Reactive Power Phase C,"TA46-0154 Building Electric Meter -2 Total Real Power ",TA46-0154 Building Electric Meter -2 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Real Power Phase A,TA46-0154 Building Electric Meter -1 Cumulative Energy,TA46-0154 Building Electric Meter -1 cached Consumption,TA46-0154 Building Electric Meter -2 energy imported,TA46-0154 Building Electric Meter -1 Real Power Phase B,TA46-0154 Building Electric Meter -1 energy imported,TA46-0154 Building Electric Meter -1 Reactive Power Phase B,TA46-0154 Virtual Meters Total HVAC Power,TA46-0154 Building Electric Meter -2 cached Consumption,TA46-0154 Building Electric Meter -2 Real Power Phase A,TA46-0154 Building Electric Meter -1 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Voltage Phase C-N,TA46-0154 Building Electric Meter -2 Real Power Phase B,TA46-0154 Building Electric Meter -2 Voltage Phase C-N,TA46-0154 Building Electric Meter -1 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 Reactive Power Phase A,"TA46-0154 Building Electric Meter -1 Total Real Power ",TA46-0154 Building Electric Meter -2 cumulative elec energy,TA46-0154 Building Electric Meter -2 Reactive Power Phase A,TA46-0154 Building Electric Meter -1 Reactive Power Phase C,TA46-0154 Building Electric Meter -2 Consumption,TA46-0154 Building Electric Meter -1 Real Power Phase C,TA46-0154 Building Electric Meter -1 Consumption,TA46-0154 Building Electric Meter -2 Reactive Power Phase B
2021-06-22T13:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:45:00-06:00 Denver,"","","","","","","","","","","","","",65.17298672kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:00:00-06:00 Denver,"","","","","","","","","","","","","",49.26478672kW,"","","","","","","","","","","","","","",66kWh,""
2021-06-22T14:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:15:00-06:00 Denver,"","","","","","","","","","","","","",51.77476734kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:20:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:30:00-06:00 Denver,"","","","","","","","","","","","","",53.22570902kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:35:00-06:00 Denver,"","","","","","","","","","","","","",25.82072kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:45:00-06:00 Denver,"","","","","","","","","","","","","",57.796241980000005kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T14:55:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:00:00-06:00 Denver,"","","","","","","","","","","","","",55.551489kW,"","","","","","","","","","","","","","",57kWh,""
2021-06-22T15:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:10:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:15:00-06:00 Denver,"","","","","","","","","","","","","",44.594177280000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:30:00-06:00 Denver,"","","","","","","","","","","","","",48.52105988kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:35:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:40:00-06:00 Denver,"","","","","","","","","","","","","",31.625260000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:45:00-06:00 Denver,"","","","","","","","","","","","","",64.02520421999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:50:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T15:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:00:00-06:00 Denver,"","","","","","","","","","","","","",72.42451091999999kW,"","","","","","","","","","","","","","",67kWh,""
2021-06-22T16:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:10:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:15:00-06:00 Denver,"","","","","","","","","","","","","",63.207849579999994kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:20:00-06:00 Denver,"","","","","","","","","","","","","",31.625260000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:25:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:30:00-06:00 Denver,"","","","","","","","","","","","","",64.98589498666666kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:40:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:45:00-06:00 Denver,"","","","","","","","","","","","","",56.07808787999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:50:00-06:00 Denver,"","","","","","","","","","","","","",31.205160000000003kW,"","","","","","","","","","","","","","","",""
2021-06-22T16:55:00-06:00 Denver,"","","","","","","","","","","","","",22.511160000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:00:00-06:00 Denver,"","","","","","","","","","","","","",53.96593357999999kW,"","","","","","","","","","","","","","",66kWh,""
2021-06-22T17:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:10:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:15:00-06:00 Denver,"","","","","","","","","","","","","",59.527160679999994kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:20:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:25:00-06:00 Denver,"","","","","","","","","","","","","",31.625260000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:30:00-06:00 Denver,"","","","","","","","","","","","","",57.191433659999994kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:45:00-06:00 Denver,"","","","","","","","","","","","","",44.293143979999996kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:50:00-06:00 Denver,"","","","","","","","","","","","","",31.205160000000003kW,"","","","","","","","","","","","","","","",""
2021-06-22T17:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:00:00-06:00 Denver,"","","","","","","","","","","","","",53.61238356kW,"","","","","","","","","","","","","","",19kWh,""
2021-06-22T18:05:00-06:00 Denver,"","","","","","","","","","","","","",20.85638kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:10:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:15:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:20:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:25:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:30:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:35:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:40:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:45:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:50:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T18:55:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:00:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","",20kWh,""
2021-06-22T19:05:00-06:00 Denver,"","","","","","","","","","","","","",8.9484kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:10:00-06:00 Denver,"","","","","","","","","","","","","",19.717280000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:15:00-06:00 Denver,"","","","","","","","","","","","","",68.82315582kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:30:00-06:00 Denver,"","","","","","","","","","","","","",50.33692198kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:45:00-06:00 Denver,"","","","","","","","","","","","","",52.818669359999994kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T19:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:00:00-06:00 Denver,"","","","","","","","","","","","","",70.00247773999999kW,"","","","","","","","","","","","","","",20kWh,""
2021-06-22T20:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:15:00-06:00 Denver,"","","","","","","","","","","","","",51.048224940000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:30:00-06:00 Denver,"","","","","","","","","","","","","",56.07808787999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:40:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:45:00-06:00 Denver,"","","","","","","","","","","","","",60.00034966kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T20:55:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:00:00-06:00 Denver,"","","","","","","","","","","","","",56.34784998kW,"","","","","","","","","","","","","","",20kWh,""
2021-06-22T21:05:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:10:00-06:00 Denver,"","","","","","","","","","","","","",17.12672kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:15:00-06:00 Denver,"","","","","","","","","","","","","",56.893773159999995kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:20:00-06:00 Denver,"","","","","","","","","","","","","",17.12672kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:25:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:30:00-06:00 Denver,"","","","","","","","","","","","","",49.96843288000001kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:45:00-06:00 Denver,"","","","","","","","","","","","","",50.71054656kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T21:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:00:00-06:00 Denver,"","","","","","","","","","","","","",49.634405660000006kW,"","","","","","","","","","","","","","",21kWh,""
2021-06-22T22:05:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:15:00-06:00 Denver,"","","","","","","","","","","","","",51.457958919999996kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:25:00-06:00 Denver,"","","","","","","","","","","","","",19.81894kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:30:00-06:00 Denver,"","","","","","","","","","","","","",52.983511240000006kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:45:00-06:00 Denver,"","","","","","","","","","","","","",62.10591455999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:50:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-22T22:55:00-06:00 Denver,"","","","","","","","","","","","","",22.511160000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T23:00:00-06:00 Denver,"","","","","","","","","","","","","",54.09374958000001kW,"","","","","","","","","","","","","","",20kWh,""
2021-06-22T23:05:00-06:00 Denver,"","","","","","","","","","","","","",22.511160000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T23:10:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-22T23:15:00-06:00 Denver,"","","","","","","","","","","","","",58.543056220000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T23:20:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-22T23:25:00-06:00 Denver,"","","","","","","","","","","","","",27.8956kW,"","","","","","","","","","","","","","","",""
2021-06-22T23:30:00-06:00 Denver,"","","","","","","","","","","","","",43.56767526kW,"","","","","","","","","","","","","","","",""
2021-06-22T23:35:00-06:00 Denver,"","","","","","","","","","","","","",18.7815kW,"","","","","","","","","","","","","","","",""
2021-06-22T23:40:00-06:00 Denver,"","","","","","","","","","","","","",17.12672kW,"","","","","","","","","","","","","","","",""
2021-06-22T23:45:00-06:00 Denver,"","","","","","","","","","","","","",57.265540939999994kW,"","","","","","","","","","","","","","","",""
